b6a1c3f0-1a23-4d5e-9f7b-0c1a2b3d4e5f,Et,false,false,a1809323-7204-44f6-a55b-bcfe45a28963
b6a1c3f0-1a23-4d5e-9f7b-0c1a2b3d4e5f,Meyve Sebze,false,false,86f7b8ca-bda0-4a1d-a385-3d0b5807127b
b6a1c3f0-1a23-4d5e-9f7b-0c1a2b3d4e5f,Kahvaltılık,false,false,e7c61907-da7b-4c17-b39c-60cf1fd4e91d
b6a1c3f0-1a23-4d5e-9f7b-0c1a2b3d4e5f,Atıştırmalık,false,false,54d2fce6-ec84-43c0-95a6-01917d8ec986
b6a1c3f0-1a23-4d5e-9f7b-0c1a2b3d4e5f,Restoran,false,false,b1a97dac-e7e1-4d78-afb2-e828e0c8ad59
b6a1c3f0-1a23-4d5e-9f7b-0c1a2b3d4e5f,Fast Food,false,false,88858a7c-bffa-4517-bddf-08755885f5e3
b6a1c3f0-1a23-4d5e-9f7b-0c1a2b3d4e5f,İçecek,false,false,df6e4ec2-3424-4b3b-a399-b3cb71284f5d
b6a1c3f0-1a23-4d5e-9f7b-0c1a2b3d4e5f,Diğer,false,true,90aadd3b-9a66-43b6-8924-39228842719f
d2c3b4a5-6e7f-4d1a-8c9b-2f3e4a5b6c7d,Otobüs,false,false,eed788be-e20f-4d5c-b6e0-04ff54c5e449
d2c3b4a5-6e7f-4d1a-8c9b-2f3e4a5b6c7d,Metro,false,false,146b7ade-3f83-43e2-b275-e0cb73980665
d2c3b4a5-6e7f-4d1a-8c9b-2f3e4a5b6c7d,Taksi,false,false,4c4b8270-25b7-4c00-affd-0acc51dbe6ef
d2c3b4a5-6e7f-4d1a-8c9b-2f3e4a5b6c7d,Yakıt,false,false,babb4fde-f47c-40bd-bc78-8b107e84a1a8
d2c3b4a5-6e7f-4d1a-8c9b-2f3e4a5b6c7d,Uçak,false,false,e8f375d9-648a-47cd-9ff7-e15171839ded
d2c3b4a5-6e7f-4d1a-8c9b-2f3e4a5b6c7d,Diğer,false,true,b8437c86-08c0-44b0-bd35-3b2b08ed5a19
f1e2d3c4-5b6a-4f7e-9d8c-1a2b3c4d5e6f,Sinema,false,false,e9740a01-e789-4d65-a516-f32ea3da1399
f1e2d3c4-5b6a-4f7e-9d8c-1a2b3c4d5e6f,Kitap,false,false,cc17cd26-9108-4607-9891-347aa07e3c12
f1e2d3c4-5b6a-4f7e-9d8c-1a2b3c4d5e6f,Oyun,false,false,44e866c3-cd99-4aed-b87b-69f1ec78b1b6
f1e2d3c4-5b6a-4f7e-9d8c-1a2b3c4d5e6f,Müzik,false,false,a573cdde-51d6-4f25-a5c6-13d958b01823
f1e2d3c4-5b6a-4f7e-9d8c-1a2b3c4d5e6f,Spor,false,false,e0dd2e8a-d948-4f5d-89f2-7f32e10ebab4
f1e2d3c4-5b6a-4f7e-9d8c-1a2b3c4d5e6f,Diğer,false,true,d6779559-8491-410b-9203-75e0d93f8475
a1b2c3d4-5e6f-4a7b-8c9d-0e1f2a3b4c5d,Elektrik,false,false,905f2356-7dec-475d-a133-af8c018901f2
a1b2c3d4-5e6f-4a7b-8c9d-0e1f2a3b4c5d,Su,false,false,bec108b1-c7c5-4be2-af84-65c0ca2f4c64
a1b2c3d4-5e6f-4a7b-8c9d-0e1f2a3b4c5d,Doğalgaz,false,false,3afb09eb-f6bc-481a-87e5-e186793627ed
a1b2c3d4-5e6f-4a7b-8c9d-0e1f2a3b4c5d,İnternet,false,false,61196de8-d327-4998-9eb4-e4ab86750347
a1b2c3d4-5e6f-4a7b-8c9d-0e1f2a3b4c5d,Kira,false,false,9bd6797e-a14c-43eb-843b-b55e98dd20b4
a1b2c3d4-5e6f-4a7b-8c9d-0e1f2a3b4c5d,Diğer,false,true,91c4ef44-eb77-4805-bc16-3cfb1a00d966
c1d2e3f4-6a7b-4c8d-9e0f-1a2b3c4d5e6f,Kıyafet,false,false,c1f15665-33d8-4b6f-9092-acf0f4957082
c1d2e3f4-6a7b-4c8d-9e0f-1a2b3c4d5e6f,Ayakkabı,false,false,d43ec0a3-6ba1-4486-b36e-fd225d2f1a2f
c1d2e3f4-6a7b-4c8d-9e0f-1a2b3c4d5e6f,Aksesuar,false,false,6db29220-9d6a-4abc-a6d4-310011db3b7e
c1d2e3f4-6a7b-4c8d-9e0f-1a2b3c4d5e6f,Parfüm,false,false,886c56b5-c9f6-432a-ab2d-138ff31f023a
c1d2e3f4-6a7b-4c8d-9e0f-1a2b3c4d5e6f,Diğer,false,true,4ee2a65a-28cb-4bd5-a610-0baa9bb32f03
d1e2f3a4-5b6c-4d7e-8f9a-0b1c2d3e4f5a,Hastane,false,false,46ae9cca-e078-4ec7-b106-987054e568a1
d1e2f3a4-5b6c-4d7e-8f9a-0b1c2d3e4f5a,İlaç,false,false,67c7c03e-13f5-4476-b2af-7b7a060746c7
d1e2f3a4-5b6c-4d7e-8f9a-0b1c2d3e4f5a,Diğer,false,true,51c0ddb1-f014-4281-a372-910712753b83
e1f2a3b4-5c6d-4e7f-8a9b-0c1d2e3f4a5b,Kitap,false,false,8514c6f2-2761-4c22-b85f-9e4a2195c2f1
e1f2a3b4-5c6d-4e7f-8a9b-0c1d2e3f4a5b,Kurs,false,false,f65c5f5b-677a-4bbe-bdfe-575e9207dc52
e1f2a3b4-5c6d-4e7f-8a9b-0c1d2e3f4a5b,Online Eğitim,false,false,39013e58-694f-4a04-83a2-951c9739b75a
e1f2a3b4-5c6d-4e7f-8a9b-0c1d2e3f4a5b,Seminer,false,false,aaa7b0b1-49bd-4023-a80b-889aa0f7aa11
e1f2a3b4-5c6d-4e7f-8a9b-0c1d2e3f4a5b,Spor,false,false,0cad8c0b-a423-4ba1-8a00-d889cced9924
e1f2a3b4-5c6d-4e7f-8a9b-0c1d2e3f4a5b,Diğer,false,true,cf44d8bc-2284-433d-af45-399cde961f28
f2a3b4c5-6d7e-4f8a-9b0c-1d2e3f4a5b6c,Bilgisayar,false,false,e53b77d6-6548-4615-a99c-0e6eb4311dd2
f2a3b4c5-6d7e-4f8a-9b0c-1d2e3f4a5b6c,Telefon,false,false,d12013e9-69d8-4d89-9dca-03bb6679d53c
f2a3b4c5-6d7e-4f8a-9b0c-1d2e3f4a5b6c,Tablet,false,false,60714e02-ce09-46f7-a21f-97ccdeb86417
f2a3b4c5-6d7e-4f8a-9b0c-1d2e3f4a5b6c,Diğer,false,true,bb777002-ae66-4eeb-bdfd-442316d89131
b2c3d4e5-7f8a-4b0c-9d1e-2f3a4b5c6d7e,Breakfast,false,false,b19ba855-751e-457d-b35c-e7349960bf16
b2c3d4e5-7f8a-4b0c-9d1e-2f3a4b5c6d7e,Fruit Vegetable,false,false,d9a6ce84-09fa-4eb3-b8f0-ca777d4b6ae9
b2c3d4e5-7f8a-4b0c-9d1e-2f3a4b5c6d7e,Meat,false,false,bd3f90d2-8cb0-4088-97c8-d2d8dabce850
b2c3d4e5-7f8a-4b0c-9d1e-2f3a4b5c6d7e,Snacks,false,false,6bfea599-bdd0-4bf7-b08f-a15845b1b0a9
